Sr.No,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
48,Czechoslovakia (Former),1137.9797590934857,1185.3698589652722,1351.520675304963,1586.7382161069595,1689.7541297020616,1849.222299970656,1809.4216509632606,2575.6524959038215,2818.4862252522325,3010.2558552326677,3137.100007241482,3319.7693077731765,3335.69119313509,3303.5231949501754,2978.818771956979,2972.931604734733,3482.539922183198,3903.11350346322,3850.6911415502977,3770.503727492931,3699.612750254667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,D.P.R. of Korea,380.0085789052069,409.03557735160126,440.4999021604944,475.4640419067306,515.0482867907856,558.8804235949588,572.7555692842302,587.7881456346305,603.4577546601832,619.4398344568793,635.7070091241284,649.7727003379374,804.4137868414748,792.0691795310527,744.0134042557253,722.6526575624692,805.1824614170731,836.2600982176442,763.8301099363474,810.7836539360289,734.8580070707972,662.6375803865761,593.0787454234253,503.2354018446785,384.4622331512062,222.25105525678936,478.787509122917,461.7665264001082,455.50626816054904,451.7886964929243,461.95649421870775,476.1268506249203,467.9792390511732,470.9768155472213,472.9798407589361,548.4068891946572,576.0414750867589,598.5993813648302,552.8252385324132,496.58821161765843,572.9526012502631,642.0773901495731,648.2857243285222,672.0074250793037,702.219598738395,653.8496741475212,670.5779756630137,690.2448721002661,691.8125953971247,643.1453775015157,621.3791454659184,654.1480075803547,590.4500995335214
50,D.R. of the Congo,236.82603822809477,257.58420824406704,276.6941370285402,343.32507936915476,407.58782296221784,423.39824363057306,388.8331427332537,485.1831091277349,667.7746359198189,632.013554325353,585.5201783947147,503.47477791438615,488.5614737402782,403.06046249947815,235.39475955980402,244.2921018648932,274.0257855150929,226.5780606065112,251.37453316389502,406.5870457566534,417.7249814622724,381.44819632589724,339.38555139877593,428.87083035777573,221.75724072685333,206.68629206166995,207.51761846806878,210.14375240235927,214.687533799347,185.48398463611636,171.53320883810295,166.60616241517053,168.94449020093387,167.98310948392742,187.85699265969788,211.5739355041015,247.54122071582725,277.61271997378185,317.89011425107515,290.15590740622207,324.82810963098905,376.37459170866646,412.77674443728694,444.75493663783817,472.26639997265545,482.0642119059999,495.35832543068295,446.61844701622954,541.3645219749304,526.3181750831874,487.9494757191167,551.1269155032762,631.7709215612755
51,Denmark,3468.532586005881,3854.5264336065557,4664.132505993844,6135.595424820018,6786.520192259982,8001.805860796127,8776.865619116325,9771.997292800113,11815.127280128374,13745.077913459985,13877.37813319447,12069.11114497089,11784.598578901092,11834.681563259699,11541.03896278188,12239.321233107745,17205.020935514585,21363.651996534307,22541.944104669063,21895.4303252995,26872.370748022022,26990.466038258935,29546.077859400375,27570.459257837872,29951.968504786055,35339.25892020829,35698.82292636755,32883.486544758955,33400.92429545659,33452.82933464032,30737.39871360738,30740.317590772418,33211.54606136631,40415.59837371209,46416.91981923492,48648.20981631436,51830.89545182606,58291.89429884338,64214.95388434724,58128.30748287273,58008.29375857668,61693.355544760125,58409.451633575,61077.489211481006,62469.52902924812,53308.19755532908,54866.61560195719,57888.20351343791,61879.77226609316,59783.649338656745,60896.774850812384,69298.14952114898,68029.48678215867
52,Djibouti,494.2865865936354,522.9598267648605,586.9174648546807,683.2006629435625,796.734401042236,811.9904471915073,881.5979569264327,860.4175158261975,857.5446873543425,871.7321696694603,929.2380504252445,936.6784893204091,940.9368638324248,918.0502415095873,892.972919729079,886.951339404899,905.7377119668374,881.4959821120779,882.971224288348,840.294795681831,791.641200966433,741.8583326765417,772.7754959411412,788.8402518930839,819.4001725699907,809.428223298074,770.1413837375496,735.4979554887968,716.2717030672583,729.9054182977476,736.3144924173228,744.048138684329,747.6885270806007,772.8454441395804,811.2593809196551,852.8901882824755,907.5455552159075,980.0310323995764,1105.6968569446167,1213.9684548714722,1352.973299875682,1551.8545946730094,1786.854509298274,2102.197948452625,2240.6526369509857,2430.273501358911,2559.061429114034,2659.854159787124,2765.1987544837143,2948.181327776046,3140.3379414789283,3348.0133913473587,3571.817567139835
53,Dominica,334.4883952170362,370.90651273808226,396.2042472888495,452.1344267111145,565.9964273735366,592.3990514836204,574.0905008653002,635.8858095710415,788.2340797156327,756.0812241441089,997.6116597290102,1125.8077031674354,1232.6980134652317,1365.269571554424,1517.3981810992486,1668.9841973377365,1897.9563710308637,2144.819375923206,2430.606523110465,2645.7597290037443,2899.0606011662126,3178.4753324794688,3386.6659807162177,3549.6526757062543,3820.5450168223656,3967.026809182269,4225.850637382315,4385.994541029934,4676.827165150006,4829.241888544924,4879.149772779246,4991.764173311574,4881.138793124964,5016.088236917552,5354.799195030187,5304.126096565738,5677.051174709083,6126.849495806238,6661.465047379967,7109.978252781398,7182.400202544191,7288.497947774664,7054.875976894325,7240.679119084791,7498.917521837761,7724.0424105737575,8223.04145029796,7395.991648083177,7833.19501250117,8561.587011214608,7036.805539479336,7668.158132169621,8414.536592767754
54,Dominican Republic,415.3633882656582,453.41472196226687,526.4230324197781,604.9106995139124,735.4569322812735,882.0794282262653,944.6089125713715,1070.029153696815,1078.1901482601372,1223.2403932767986,1441.7395201880474,1545.3178802942703,1657.1127822669869,1755.590880906842,2062.959405702276,875.3739315367392,1037.47274041255,950.165561130657,849.4138851527704,1198.8933077504487,1335.729146468498,1355.6774549227048,1540.6981966980636,1713.8609590940832,1825.1683660689278,2001.0035787858053,2131.541590253476,2411.4181764319164,2520.162959756213,2599.1356988388175,2805.354841218313,2907.8375538582222,2916.9350389410847,2285.813812018177,2458.5560157729933,3874.6645280808316,4085.7317138300677,4656.428132329549,5004.524667308239,4982.458972883239,5437.899128959989,5837.316059219872,6047.110069491758,6169.281592865983,6532.727416124471,6837.995772857189,7188.95729511226,7513.497950870507,7947.159353957633,8173.344645803636,7167.914931980666,8476.749688279982,10111.247239109369
55,Ecuador,463.5502813819674,433.4631198133695,487.3952152172682,578.8145216022217,954.4173935263487,1087.560334634339,1244.130859574207,1468.1700861834117,1545.082680320997,1788.3734785402064,2196.814590248462,2610.0024878474997,2323.7155278435134,1949.125572868094,1873.484134231056,1852.2042321681215,1612.9239367020102,1432.645526290689,1308.5162894135763,1359.8353017109876,1457.627807974421,1588.957297483998,1657.0297910377853,1700.3088792615067,2000.1775697739056,2112.2070203792996,2141.2574761866467,2348.044076004364,2292.5090000215578,1581.9672276432104,1450.8051197373904,1904.8136700722375,2184.209243807997,2438.343684291564,2703.565670574653,3014.310009315896,3340.8409028984884,3579.032243918064,4260.433183964707,4240.702592715641,4640.246344378446,5202.656459020663,5678.455720700033,6050.354611327401,6374.631485636603,6130.586675567683,6079.0887361207715,6246.404252179321,6321.349400717174,6233.258166923628,5645.199289653324,5965.132870544159,6391.282484306427
56,Egypt,234.11008779831167,242.6943919581095,253.97137577681468,258.3305126835973,298.8084510617789,326.94869421330117,377.6716159810758,471.58317825999285,563.5827573705013,366.2823766300591,459.87825308601293,300.3539008347727,341.4626387846681,399.45471430216094,443.6849007107682,475.3443284657404,481.2300904093146,517.6305598117098,549.1524064520886,587.9813218769433,629.1227069285321,668.8146040926125,763.2888872931467,824.6684870410037,900.4733704450695,1024.7967134973999,1128.058325075694,1217.6028783113586,1273.2122274337082,1314.6744988767232,1340.6446181039612,1245.2853079375363,1163.024039941345,975.1605596604734,1021.4773734823998,1194.5109264395305,1336.2513341985848,1607.4841639954896,1966.0614361382584,2198.2935764295667,2459.878926683649,2590.809063955978,3030.8543381953214,2899.856265172429,3148.2560293185275,3251.455263766567,2708.402038908899,1917.049576393917,2407.453633129621,3004.652156084475,3457.2110627594457,3898.0197303003542,3687.778269032893
57,El Salvador,256.9419091539586,263.75338631772837,274.4456841549308,309.75304288061676,358.0509649856214,397.28498919850637,495.28136163901615,608.971147360901,640.0732049670978,702.2347368318949,715.2725449501795,687.4882177485886,704.9888041141728,782.9619428191263,881.636555958646,1062.8638435337255,740.9103699453689,825.8788305178402,957.163386868429,1105.8187925040197,897.5929820861201,961.7789832395483,1047.0431621233074,1186.340716467646,1348.9079150710043,1552.1302097441023,1653.6305423018937,1749.5018311933752,1858.3713961213462,1904.8748945787302,1977.840609235708,2051.1587742011443,2106.739463924043,2197.481995815724,2273.9555055747883,2434.323766354628,2651.430288265548,2814.590030229325,2964.171521097464,2889.6852321747415,3017.3077931853177,3304.974779990514,3471.05175848755,3555.1624311591263,3638.518044050383,3761.51334940121,3870.3129824606312,3986.0490143543907,4145.862946283042,4280.287889096826,3961.727432334228,4664.312502504289,5127.320929639454
58,Equatorial Guinea,66.16818818720516,69.80928434756697,68.21752213126953,88.90743414919059,96.96139350926585,123.13083248462733,131.2753212836582,147.91347917420123,167.81590771054573,187.64185110451484,197.00225889261185,176.39506645641936,196.87188119613776,208.51514239966954,196.944927625226,233.33828834376212,281.7825414461829,328.69794754291786,346.5194334029436,307.8057316803965,364.58747594771586,354.94888186392797,403.8476174721553,383.98962048080887,305.7794019488851,384.0066870443336,583.9573207940012,1079.360217401765,870.2760038293535,1400.0814820435369,2205.649557838504,3069.3642743138753,3602.422659462306,4682.7968094319895,6801.8946688086535,9852.458554762026,11140.198409197468,13776.90203001442,19849.72647001563,14398.772796858033,14890.980244268134,18634.963232916693,18757.479841816585,17639.545280277045,16782.647602428435,9781.577397556866,8035.311959369849,8410.394418863802,8719.188068219315,7317.390023927012,6327.598961960397,7506.667861037094,7025.689752433524
59,Eswatini,349.3667410451676,422.5574491541423,451.8186280736046,570.3482598213334,685.9175164922235,777.4532546546142,770.878118757141,830.4778403629451,900.4742334682588,1033.0943934112233,1346.9824206073934,1446.6403046216424,1304.3978778237818,1340.9024886292884,1061.1498255062886,766.962913410805,930.7422710210384,1184.1385160993786,1320.3803665228688,1312.6617325587858,1468.8366382142453,1495.5601809222524,1593.931156897325,1565.3625301088712,1667.73200070074,1994.2387529558027,1842.3454401231854,1945.1215113518306,1765.0644420381773,1699.3115476833766,1686.6574530666014,1481.1491783610788,1362.9706146305298,2075.561623817385,2599.1149248527313,2964.972335794806,3053.932497672642,3200.5125727022896,3022.4560555268813,3270.137699917739,4035.5345003073967,4360.959894208378,4396.579315689205,4111.128354524651,3928.5229079897226,3579.763941371228,3339.9873716541624,3822.7934104196934,4020.026769216731,3843.3802550161004,3372.904637758512,3978.394074010941,3600.6364906667604
60,Ethiopia (Former),86.51079373683504,89.1098523936109,94.71462943403401,106.65477136727876,116.90315293076856,113.57310139566555,120.40057058150042,134.27526919348867,140.49570898938563,152.12009579443605,160.87928594081555,164.3965711542297,163.0150619910226,173.60217869260111,199.99203433281477,227.91336823389702,231.35972808817272,239.46383233874204,224.11530930613574,222.00368824797113,230.673586128997,253.38592383048214,197.7811249475449,141.42730977560478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Fiji,418.5090454784139,459.5381502982798,578.1573649083778,764.8920709387097,987.9142922819924,1189.3875193251106,1186.7806092959263,1202.268784675416,1352.339727193284,1621.6496135805828,1865.7861905402292,1870.4446335154323,1763.8304513136252,1619.289681967416,1657.7944654163466,1568.7569823747585,1737.3655333754284,1560.6544566097214,1452.1884219169915,1530.5655947211005,1713.213124148341,1763.2995140055207,1947.508429952674,2073.12377699618,2308.7273120989325,2487.002881496701,2672.4706608595507,2597.899123192342,2031.0259725175242,2351.727361820331,2015.83379501153,1964.097247487484,2157.257894212605,2680.489237847225,3124.690884039103,3406.644156206115,3483.6186228070956,3793.1217765518586,3928.901165972085,3184.675569874525,3469.5125561872733,4155.360708082527,4359.790127312579,4587.176974025863,5305.032380452221,5105.148732330736,5368.467352547103,5825.22429302441,6073.395192765977,5927.709028893944,4815.689316167452,4656.050592008854,5356.164427727926
62,Finland,2453.401732031946,2702.771702763178,3162.0602284026013,4152.733274318333,5271.548788475839,6224.789810147225,6708.468065146118,7041.701379922214,7612.043040622573,9308.35319555015,11225.01777064486,10927.450603067293,10937.801084204031,10497.364043881982,10833.887190291493,11398.055034485818,14950.42994395351,18571.338578307452,22047.37202827682,23971.71778494222,28365.43549794351,25482.343721603018,22318.85206648899,17607.55781406171,20299.97336364178,26270.075576336363,25783.400103451007,24690.31649312321,26008.824603590834,26176.50113972584,24285.448174972265,24945.994809393553,26870.90748475037,32854.023248485624,37704.707454330746,39039.503916709866,41186.11680285979,48412.643971287136,53556.51665583823,47291.640125646176,46460.67492699307,51083.00259327779,47711.777240893214,49878.9603104049,50260.9624573295,42785.24493527248,43784.953249430706,46412.76000909037,49988.20620213668,48630.46593232076,49170.386261770924,53608.59387542045,50988.07978402527
63,Former Netherlands Antilles,1431.3802527708963,1537.7896584998075,1733.6667590331256,1933.3174654125928,2418.485637764375,2852.197425515126,3171.6884870584536,3558.891426351135,4305.550963364614,5066.067301063157,5579.434916356349,6385.211623858398,6775.694637750669,6686.389546531003,6699.636700477231,6772.165662130603,8714.003401802127,9032.732175186095,9285.532535621389,10335.595834221936,10804.069119383352,11234.472508593299,11721.078584296822,12525.803603881324,13560.720817604986,14113.516070881658,14925.829925582731,15572.610928344138,15933.142079942607,16028.605555520053,16616.042322563637,16950.31389140547,17062.54015740807,17355.793386156867,17607.24576254668,17076.769457906743,17717.96929004316,18454.900418204237,19710.66182205222,19634.883457294975,19984.453742391375,19847.031576024336,20135.772123767343,,,,,,,,,,
64,France,2870.053081210817,3180.4909435741915,3865.745164114933,4984.035993195961,5345.738480532511,6717.739333650824,6899.125298580709,7566.7753587605785,9299.508673485123,11213.34104441524,12738.82149951827,11116.851673636242,10501.502368588146,9999.333018357342,9430.301767681054,9778.16582021686,13566.970839956099,16340.252003847854,17726.9271043145,17746.736284902316,21864.848753089933,21765.855818999436,23927.89543023804,22500.499733420125,23624.310015482886,27029.100852815416,27000.75325554208,24326.9752056299,25053.241332352736,24754.113202664194,22467.82510267489,22565.585792555386,24349.12272079936,29808.62494168329,34055.41618883519,35117.06293050088,36824.70264707107,41912.16319363592,45735.727682231336,41899.18749093684,40926.15477601213,44078.847307460914,41146.337173212625,42913.618338901586,43359.425626051474,36930.54760972176,37320.877953233336,39088.18175476278,41937.93391532341,40915.376825761254,39631.74105494912,44251.46534768737,41425.981719188894
65,French Polynesia,2229.3374267269264,2515.2247389294307,2670.62614389403,3408.8678317576273,4244.88450249316,5107.448872875139,5603.994421010585,5841.035181634118,7158.421034564748,8621.27737722641,9524.85880864875,8628.968809347612,8401.555315252828,8495.671801066277,8573.476182169126,9148.785358679139,13635.08367750624,14709.328161349134,14557.19777753649,14343.612976465027,16903.111775490153,17099.76221304883,18175.200431616377,16967.73763761199,17235.999535086412,19099.92972268617,18114.633244845398,17042.120009274287,17472.84247058652,17018.53587266487,14972.61926590862,14479.621679809283,15170.832758265737,18704.814882971612,20787.821050068116,21038.822201653435,21363.24187704733,23806.330146996683,25335.12293938446,23232.57945590985,21426.952444705817,21719.52926488168,19865.67194885055,20935.56533066431,21194.846514522105,18245.175179118647,18713.927185157565,19743.95899290112,20614.894392747912,20093.20861742854,19185.697736033213,20230.24113525126,18984.8510587464
66,Gabon,686.3269779728126,792.4304031244536,875.6979840979203,1440.3797949578334,3013.3801010022926,4119.351877963839,5615.408189474291,5119.208660578997,4249.157494182174,5255.34205527567,7237.3756413754445,6361.636516737384,5802.667352677149,5295.995879525714,5410.85540795002,5416.456514816606,4989.142360538661,4751.80983386297,4631.579037089995,4847.673925504399,6143.763539598051,5953.916980670721,5999.810219966553,5647.649563744089,4265.174638029015,4919.21078004285,5507.944175723875,5044.5675510737055,4144.834181164594,4160.675323515562,4459.602016692569,3965.75387080721,4027.226607303168,4757.183128591654,5535.305097328244,6568.349921468138,6867.348276100814,8026.303969721984,9692.99350327886,7296.550879045669,8391.437701959243,10260.37498270857,9349.061096373207,9247.418331573475,9243.014158236323,7085.121977611114,6722.169009425151,6975.769483056809,7694.908750688501,7523.862278460201,6680.115800162889,8635.35674201916,8427.098986480809
67,Gambia,302.8448446455157,308.4978359998551,390.001129292419,645.0899785540263,819.7759741246097,954.0511480140667,850.8065445743104,871.1682813231447,1003.2507705347314,1064.838834461088,1165.5922830236116,1194.338585701794,1159.2217401033683,1106.7504830657322,1044.915607635355,1270.4453757317465,831.0603957302327,894.2882873526769,1078.5669105858653,1077.5925102783667,1130.1448205175413,1058.798950120248,1053.13087954073,1074.05066869724,1028.8059739021496,1051.6196229488592,1102.1383669778297,1014.1063867330492,1029.7185221868745,969.5761074815866,905.1203750506854,772.1958376809383,631.3042440043332,516.7894464901829,596.6292804945724,618.9598057140555,615.9739275166066,725.0922759865085,857.8582394249349,772.124927200575,796.6318386246392,705.4774932628061,686.5575604817626,647.3855820464984,561.6498658601804,611.6716187346696,633.1995967308991,632.0198689034778,683.3308125479496,722.8756336055856,704.0303891860639,776.127303329215,824.6671499524349
68,Germany,2756.70649624321,3184.0574404192694,3812.0942973576507,5064.104099768273,5663.978024813305,6248.936263805429,6632.378587371873,7676.830134674059,9484.563430926473,11311.055260166277,12217.17275761842,10303.967402992615,10006.110727255327,9936.14664164884,9347.957327712136,9434.999436473805,13447.946396504667,16624.060157991193,17854.34904440865,17728.12080075515,22321.311854088708,23419.501444696685,26577.89967620523,25706.36459576117,27262.105248505362,31872.723724233114,30716.93480876856,27162.012275748762,27463.9481034528,26903.163596424052,23827.148181270917,23849.601776359035,25400.67754068389,30683.838912674102,34569.030091594206,35040.70942055688,36857.89479385746,42139.59272453975,45928.11686161012,41810.985395912336,41762.68450073314,45986.89829208431,43256.12244074617,45699.270787829126,47446.566149615006,40893.18609359589,42116.33755078335,44670.22228232136,47944.53273529267,46774.0774776299,46655.15872956969,51295.745214451905,48901.65882777953
69,Ghana,530.1026268870609,562.9919046002035,478.46266267287785,434.3149492287089,491.46726975261953,456.83688194217734,451.7275859833425,476.36004919077897,536.3493540904951,548.9196867010112,583.5477231072597,598.8924729844588,574.3823619902169,552.1168850195929,604.8103154234458,640.7948743262427,672.0107904962587,704.5472402680053,751.5002362785024,740.0789722963766,855.4103763825532,937.6976532430027,899.5309996643126,760.8090766025898,677.9797479105573,786.4000198970215,824.1986559284971,800.2058722677051,848.0530580930449,853.7360415510791,537.478674414571,558.2452820859977,630.1060134268116,759.0789582525227,860.001153787189,1011.9075025627392,1169.6029081278891,1382.2272494156302,1552.2895624255086,1378.1384996456015,1665.2155123700604,1998.3995360446006,2066.840235518626,2314.2949780541862,1940.7777611284116,1733.0199061215112,1900.4059585648429,1998.6269369443214,2179.320750930026,2168.417225972197,2176.576218012764,2422.085912928902,2203.5589352227526
70,Greece,1537.0305154296295,1700.6484154732445,1958.6991279494553,2577.46334389432,2902.6448532142476,3240.9222116128344,3505.125747880788,4026.7172675233505,4871.59429931106,5925.87027528106,6107.63408421736,5557.30017708267,5730.489418445791,5128.5753183110755,4930.147808849029,4859.311720001728,5673.816919476516,6545.452035052296,7535.223899869216,7751.843886953457,9502.087970216004,10118.192203367285,11091.340443187522,10300.835284758528,10951.68787748472,12759.795884168041,13500.624934815201,13162.869548283765,13202.628046014283,13567.053356506005,11933.131726703647,12300.2074217456,13863.499496656124,18173.489368469014,21640.103008756465,22295.226402977703,24608.450169235897,28714.041508384147,32010.655700990374,29847.631791829055,26902.409436060814,25682.206058113978,22076.907453964315,21882.787435853443,21646.472166538042,18100.431128774137,17955.5046825653,18690.624483505577,19942.07229851062,19411.03698692522,17929.62115805713,20551.48933916641,20923.096363545064
71,Greenland,1672.0539669446005,2082.362371021974,2454.016388198333,3193.0232352029816,3820.013845377762,4695.346510671951,5308.006374581359,6201.395252886593,7821.73951564265,9237.393883768815,10382.129919802954,9388.316899405834,8564.834156550898,8748.584399152402,7875.675353219638,8477.488213397895,12264.743869342587,15860.92166447532,17926.105983112186,18373.931035503443,20027.16643283946,19957.659390648776,20366.792562180202,18187.980645566953,19734.051887759553,23680.494328161512,23384.360498079164,20894.563260524308,22388.52030309233,22038.823745417183,20772.595809034858,21049.83915921836,22586.009621383146,27477.78423722209,32049.025263611205,32517.141848997268,35435.15897731274,39673.61509032209,44170.7447438648,44824.13912578353,44420.989645135924,47691.54363152239,46436.39023727813,47869.40648169523,50793.80689425819,44710.85223155106,48414.397328423416,50987.22425168142,54634.85811797098,53589.425272187706,55025.96218030664,57532.66116384551,51820.89795793431
72,Grenada,193.41114835360517,245.4835770429511,329.0661056156599,406.83966226538325,422.15359759453446,521.2577763294385,524.1206797849601,589.8769110336759,732.6579527518876,853.2115188832813,929.3874310422528,993.0004037348978,1082.1106131096394,1124.0014840920348,1204.106040630765,1350.1220856753985,1515.412532749216,1761.437099183299,1960.2812830151456,2160.9575453668613,2383.7681960939603,2480.9402309143684,2496.1019178323213,2465.6508913168695,2562.310167864571,2673.8099565065736,2845.631186763514,3043.4099907257396,3323.4852932970634,3556.478948735204,4840.6847535598745,4821.787396646572,4992.442433656134,5435.152828016539,5470.6026381398015,6306.985418854375,6295.27516488269,6790.648334617903,7343.46074590389,6810.459940288901,6760.96110719757,6775.752385114539,6900.771731684061,7205.268247340075,7726.379928821779,8379.633119167242,8849.514155553949,9309.267841538414,9574.310271137205,9887.920742358343,8437.536782312503,9010.670753491633,9509.250005757602
73,Guatemala,306.32142162925015,311.04500202406564,320.9610822676233,382.3719753062755,458.5976536013613,515.7818052497481,603.8104614372124,741.1882563596391,801.0242096396515,888.6945904072321,989.275425885383,1053.908699006962,1042.9782047007945,1056.934111302236,1076.3829643176412,1236.5493598548194,909.5014919109798,742.6314976332118,800.0741603871909,834.737964753724,738.7887096054275,884.5297637578252,956.4948620186212,1017.262671823781,1128.3450981946228,1240.771581930419,1302.3359680851938,1430.8124566284894,1521.4157683916085,1401.892772323728,1441.963770736129,1532.65977474202,1663.7158367476222,1715.9016124499087,1835.05765563825,2039.1197245333296,2218.1972573279445,2451.097584523333,2755.129707854792,2604.2438916028987,2797.3449603638956,3161.6641205733954,3277.879692150551,3436.271110104414,3681.6283368050076,3886.360159655831,4054.5937282392542,4322.031108495289,4351.786588356213,4511.328719962381,4475.980262299233,4887.02404204236,5324.132660663599
74,Guinea,181.29046202747136,197.16575599875654,206.88289360549763,218.00039745566426,246.11409114716824,272.36992196753727,305.4191480356725,308.771126819696,347.4742940966634,365.64881064854234,401.8589237695625,434.284566125372,460.0376589245688,474.0450453696211,486.97790252799246,515.1404699985011,528.5299957959359,545.1127659129236,584.2422259728835,580.4976680544718,614.6870921525816,623.7328759745401,650.708569104556,627.6700688200874,638.0815084833522,704.3264522280593,716.4150984945921,685.2859441574611,613.8371356714256,581.2203835944342,512.1092886019608,482.5116578220803,475.5944499931672,543.2761824900999,561.1073739304268,444.53679590816853,452.27616140606295,657.9934618808468,712.0994216199033,670.2612535212714,667.2816033998829,644.5025556182433,707.9676733594132,757.6922753765798,774.5690388021221,756.4255916578584,721.1335164510492,843.4642781188211,944.417268463842,1043.9035115883423,1066.9087849492603,1166.7402477668923,1504.1338069166559
75,Guinea-Bissau,474.7148046409177,468.5287464346652,547.1269523176237,666.0667957696074,708.01279704795,769.7212408680911,651.9891730177848,526.2695249447892,571.3325471962986,604.4332598155539,563.9732117187327,604.6191332860753,487.1609455935883,481.31421645913645,517.9039662223868,461.39966393463175,504.81413678014525,538.0717107431823,501.12399264584326,593.2322788316031,625.745840536307,652.7023515267023,668.6963093263689,677.6960447703382,691.1852043829953,715.8802529748772,469.770141214975,354.7961770029816,317.2899617278366,336.40494306701436,294.6589100085117,302.2942327617962,317.5415089328512,362.0939334706612,394.2878977131644,425.302673641349,418.5299671569385,479.8039901935404,580.9170066288756,541.3829193051796,541.7555228512848,682.6394186817256,598.606334558336,615.9849491697934,604.3177490243324,585.5137651274955,642.6659972944469,718.2457378122504,741.561990677868,692.9000542046755,692.7982097953384,768.6661479367586,747.7626966530157
76,Guyana,605.5355900673221,633.628440112626,634.1768891207993,668.9085658853961,926.8703967504327,1078.6909334310678,942.9306897889968,923.7940499438898,1031.3725167702223,1070.7078450711188,1211.8874791281964,1161.3727152978704,985.8990591665482,993.650152614872,911.7700010968138,953.3390774039293,1078.226374239146,718.5214472291066,869.8363143252686,805.6268780867423,845.7809465975103,746.8830249194027,800.2729142972032,995.7065404754451,1160.1913005370154,1318.874923895521,1493.0243298434655,1581.8780385689306,1512.1572295297988,1461.6410841988243,1497.2645231021206,1621.796098943059,1792.9973389359272,1990.2018786737494,2289.8995846360535,2603.959878587889,3138.082203912041,3609.9055596347816,4011.3888537575094,4213.814514606002,4589.872864564051,4960.0052985279945,5461.390075804431,5576.250214871732,5495.377084032705,5668.42976474423,5905.380195632047,6220.978568206092,6094.909836790152,6477.29672607993,6863.074345930166,9994.64570422569,18199.4748396968
77,Haiti,93.83739147152498,100.94422872167002,101.65467946750964,125.29919505183747,149.05205413890212,176.34061218538443,223.21859124376473,235.9026621359374,237.99165007881223,258.8466187801432,325.0029136729356,326.057392164822,332.626595439805,359.00316473101634,393.571708411257,426.68096684689664,465.48153030455853,399.14074106966297,410.4193932874529,439.04815952923286,507.7867227429274,502.38592795405987,362.27882568504793,317.188258942024,382.01307726214765,496.235918765162,560.1146642067117,626.199767129524,743.3764664392385,828.740003708947,760.9307443943754,732.508728064699,665.1545473541732,554.0053768554039,704.0734469036262,765.9869423848675,820.120770263185,1003.3131897415,1056.3452312005381,1165.7676033927232,1220.3691080676285,1299.3409324604245,1344.1609118272538,1446.4165139928723,1435.5987723017201,1344.6363629992359,1249.8407051324762,1405.4473772688245,1428.4226360289288,1260.2869670747727,1463.5226878221522,1663.5616943561686,1618.5824273087635
78,Honduras,296.2367028578617,304.1230076292911,324.07199893599517,357.3028826271656,393.4733119034204,414.9349562187019,482.22947726619833,578.7910822400369,648.3460813076279,733.3339851684642,810.2729222417212,863.4119559179575,862.5847574500448,887.1461214505156,929.0466867155383,989.5573491582023,1006.1831752948909,1066.3281458491049,1154.8821154120642,1254.4906333873053,719.7942092867006,704.3900773047362,763.2482692995922,760.8991697881801,724.3628307196835,812.7646564224772,814.5052277996497,915.6531617787017,995.164733828542,999.0289051437542,1079.710071278999,1119.1730319197939,1119.6732759707215,1143.2857507340036,1201.4787175949873,1289.820329104111,1409.5824566097951,1559.8867119231659,1713.417481253091,1762.3459633699686,1874.2717037259868,2053.9609572691033,2107.3425646340165,2064.553809165361,2164.4271257616138,2257.224303154971,2295.5366936384835,2403.306094178952,2457.6864395511943,2519.367422545348,2354.121480101052,2771.7226164524714,3040.1730796018155
79,Hungary,619.3581811871546,672.1134837085432,785.9394502387133,970.1039003454121,1058.4470217479513,1199.7847127789355,1382.6651292485626,1537.0067565670724,1790.6429192868056,2062.082621702258,2381.8961039855008,2446.739203327616,2497.5893537602124,2274.062424677297,2213.140891392217,2249.2126331962854,2599.940986217074,2867.453375892074,3080.9006861076728,3134.3311306927703,3584.4972650425752,3349.8061622607665,3734.842515301302,3874.068716231319,4172.206374062704,4496.751048332924,4526.344276922349,4598.089615923191,4746.803578919128,4796.886145951565,4628.323555426213,5280.974424926811,6661.423136182576,8428.993170024652,10314.614427908453,11238.484869292179,11505.905711543415,13961.188119627093,15795.423351458123,13095.692926302043,13234.972071074973,14260.903308868126,12982.526762168201,13712.912183831408,14292.182629889434,12715.465154707805,13103.256241608711,14619.783288133587,16423.871034958698,16785.088465995297,16124.908192479965,18753.249737663555,17791.90897656268
